Property locality,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
Watsons Bay,,,,7735714.285714285,4830833.333333333,9591833.333333334,5865000.0,10502777.777777778,6533125.0,
Watsons Creek,,,,442000.0,215132.4,2090515.125,355000.0,,375000.0,
Wattamolla,,,19718.5,1450804.75,2306000.0,4853750.0,6250000.0,4610666.666666667,3600000.0,
Wattamondara,,,,186666.66666666666,693674.6,66900.0,614800.0,352333.3333333333,645322.2222222222,
Wattle Flat,,,197000.0,252609.0909090909,314583.3333333333,436031.25,363157.8947368421,461250.0,369285.71428571426,
Wattle Grove,,1015000.0,797532.5454545454,793302.5,855062.5,995944.7195121951,1081648.3516483516,1109449.4216867469,1256004.1263157895,
Wattle Ponds,,,767000.0,557380.9523809524,561163.2653061225,654500.0,1039482.8846153846,1014625.0,1215833.3333333333,
Wattle Ridge,,,,,,12000000.0,,,,
Wattle Springs,,5174.0,580000.0,,,1100000.0,,,,
Watton,,,,442500.0,972500.0,758333.3333333334,,790000.0,,
Wauchope,,419000.0,368876.95454545453,531852.4590163934,383300.44329896907,520352.7584541063,608395.6705882353,648309.2313432836,622296.4552238806,720000.0
Waugorah,,,,7045500.0,,44205.333333333336,,,,
Waukivory,,,750000.0,1149375.0,522400.0,879625.0,916666.6666666666,1380833.3333333333,,
Waverley,,,2433000.0,2759604.1666666665,3081647.0588235296,3412069.7674418604,3566428.5714285714,3678269.230769231,4887654.416666667,
Waverly,,,,826000.0,383752.5,,1601344.4,1650000.0,11491666.666666666,
Waverton,,,2118750.0,4106750.0,2484285.714285714,3810455.5555555555,3635566.7333333334,4888700.0,4087857.1428571427,
Way Way,,,344500.0,459071.4285714286,788041.6666666666,1397000.0,450000.0,1139166.6666666667,1066666.6666666667,
Wayo,,,6338.0,387000.0,477777.77777777775,1877777.7777777778,4800500.0,775000.0,1450000.0,
Weabonga,,,4079600.0,310000.0,4919.5,1042142.8571428572,1000000.0,740000.0,40000.0,
Wean,,,44744.0,635000.0,,2527266.5,1150000.0,6700000.0,1000.0,
Webbers Creek,,,,,2995.0,675000.0,,2259900.0,,
Webbs Creek,,,1650000.0,1101388.8333333333,512000.0,481428.5714285714,,1750000.0,381875.0,
Wedderburn,,,1445000.0,1326666.6666666667,1565000.0,1696000.0,1852285.7142857143,2011666.6666666667,1746136.3636363635,
Wee Jasper,,,800000.0,514000.0,165448.2857142857,937590.9090909091,1026500.0,5214127.0,650000.0,
Wee Waa,,109286.0,115315.0,210087.8076923077,211743.18181818182,278943.1034482759,849883.606557377,505785.4691358025,1900806.921875,
Weedallion,,,500000.0,870807.3333333334,15000.0,1520000.0,,617500.0,,
Weemelah,,,3300000.0,1673333.3333333333,2359770.0,,23329000.0,1577600.0,7000.0,
Weetaliba,,,,3000000.0,137500.0,2055000.0,266666.6666666667,324000.0,118000.0,
Weethalle,,5293.0,580750.0,2816913.0588235296,1279558.9285714286,1085042.0,1704262.5,7081700.0,932232.0,
Weilmoringle,,,,800000.0,2185000.0,325000.0,4300000.0,1800000.0,2560000.0,
Weismantels,,,,208600.0,,,929000.0,997333.3333333334,787500.0,
Welaregang,,,695000.0,2021296.8,305377.0,1669116.8333333333,1200.0,,,
Welby,,,,556111.1111111111,589450.0,794000.0,979450.0,803444.4444444445,985700.0,
Wellingrove,,,1230.0,203000.0,773000.0,898712.5,3900000.0,1694888.888888889,445000.0,
Wellington,,,178807.6923076923,155671.35922330097,159602.22222222222,226582.14285714287,282388.10236220475,308922.1458333333,291553.0303030303,270000.0
Wellington Vale,,,26755.5,340000.0,478992.22222222225,1446249.5,1900000.0,,,
Wells Crossing,,,550000.0,140033.33333333334,268388.8888888889,367375.0,607142.8571428572,682800.0,510000.0,
Wendoree Park,,,,595555.5555555555,309750.0,573333.3333333334,470428.5714285714,287500.0,670000.0,
Wentworth,,,973018.5,398585.1754385965,309875.0,724491.2280701754,745786.5853658536,355714.28571428574,387290.6976744186,
Wentworth Falls,,,554583.3333333334,694167.9487179487,763941.5384615385,1018260.6767676767,1134454.6899224806,994146.2264150943,993470.5916666667,
Wentworthville,670000.0,,1034266.6666666666,950128.8363636363,861446.6408839779,1245922.3636363635,1515778.3505154639,1437956.5747126436,1858162.3655913977,970000.0
Werai,,,2125000.0,,2050000.0,4325000.0,2900000.0,2390000.0,3431750.0,
Wermatong,,,,365000.0,886000.0,162082.5,7500000.0,,,
Werombi,,,16000000.0,1120263.1578947369,2117472.347826087,3041979.125,2109200.0,1847222.2222222222,2210000.0,
Werri Beach,1200000.0,,1150000.0,1308166.6666666667,1295563.6363636365,2711428.5714285714,2709285.714285714,2283000.0,2753181.8181818184,
Werrington,,,641875.0,1636471.536585366,1819105.2631578948,534283.1028938907,705464.9215686275,2849950.404040404,1203007.8736842105,
Werrington County,,450000.0,640166.6666666666,622043.4782608695,677579.2181818181,772884.76,846422.4126984127,795686.5897435897,970002.6666666666,915000.0
Werrington Downs,,,545761.8,602847.8260869565,651917.125,801603.2142857143,862808.5106382979,870812.5,950024.2051282051,
Werris Creek,,25000.0,217833.33333333334,210821.42857142858,173587.5,832875.0,434456.1403508772,248524.39024390245,384849.71428571426,277000.0
West Albury,,,361666.6666666667,359944.6808510638,453201.2987012987,522219.8717948718,626845.4545454546,605593.5483870967,649132.7586206896,612000.0
West Ballina,317500.0,319868.4210526316,755277.7777777778,656118.9189189189,945144.4444444445,1004830.1886792453,1148810.3448275863,873702.7027027027,967048.3870967742,
West Bathurst,,,342928.5714285714,358525.84269662923,378968.5111111111,426586.46616541356,566656.99,516353.4482758621,545669.5764705882,
West Bungawalbin,,,,353333.3333333333,239666.66666666666,262500.0,413125.0,,634389.5,
West Coraki,,,,516666.6666666667,200000.0,1160000.0,,850500.0,595000.0,
West Gosford,,,563333.3333333334,2670230.769230769,867777.7777777778,1216656.25,990769.2307692308,1276553.5714285714,2312142.8571428573,
West Haven,,,253750.0,500175.0,555928.5714285715,679368.3529411765,829500.0,762033.3333333334,791732.1428571428,
West Hoxton,,950000.0,811300.0,912823.0579710145,778195.4857142858,1005878.1627906977,1070840.3804347827,1115588.0,1195253.5308641975,
West Kempsey,,,270340.0,286619.60784313723,290103.17142857146,334048.5,452009.0909090909,431607.9540229885,403567.95789473684,
West Nowra,,,,444107.14285714284,520897.0588235294,626646.9696969697,691407.4074074074,667417.7419354839,670422.59375,850000.0
West Pennant Hills,,1236666.6666666667,3009166.6666666665,1725398.2035928143,1781737.3815028903,2400525.2074074075,2618432.114942529,2486047.585858586,2814894.972067039,
West Pymble,,,1608916.6666666667,1538638.7142857143,1815898.148148148,2502313.2435897435,2535604.575,2596493.5064935065,2895028.9565217393,
West Ryde,,,1520857.142857143,1434854.417721519,1618711.0,1995366.8679245282,2064723.2432432433,3618573.431578947,2349305.2183908047,
West Tamworth,34000.0,,209850.0,257487.09677419355,233923.66666666666,332942.71186440677,308323.0,389548.0962962963,395157.547008547,360000.0
West Wallsend,,,634916.6666666666,424980.1346153846,489610.16949152545,653930.9841269841,733832.447368421,725432.7454545455,957240.3846153846,
West Wiangaree,,,690000.0,705000.0,1556250.0,2418900.0,800000.0,1150000.0,1200000.0,
West Wollongong,,,829000.0,662224.3090909091,766038.7931034482,1039024.309859155,1018689.1063829787,1031621.6727272727,1050655.4716981133,
West Wyalong,,,615714.2857142857,206050.32786885247,273518.021978022,345355.60204081633,352856.0606060606,449485.79069767444,433479.4117647059,
Westbrook,,,,734666.6666666666,2987000.0,1146666.6666666667,,,1547500.0,
Westdale,,800000.0,386642.85714285716,441590.0,371538.09523809527,435321.91011235956,427726.4476190476,733682.0721649484,451937.24761904764,1946000.0
Westella,,,,,,,1555662.0,,1325000.0,
Westleigh,,,1260858.923076923,1298357.142857143,1352714.4776119404,1791229.1666666667,1792581.9672131147,1911106.3829787234,2040594.8275862068,
Westmead,,698666.6666666666,2761181.8181818184,1653750.0,1279364.111111111,1642318.3658536586,4988305.693877551,1979285.7142857143,1581674.5714285714,
Weston,,350000.0,375083.3333333333,370017.80821917806,355053.8461538461,543732.8735632184,594890.625,599466.6666666666,645006.5789473684,612500.0
Wetherill Park,,,773125.0,734549.0196078431,921406.976744186,2058073.0350877193,2057407.7692307692,2799604.8387096776,2097688.13559322,
Wetuppa,,,,,580000.0,507500.0,2958712.0,,,
Whalan,,,496750.0,462522.22222222225,495118.6440677966,643932.588888889,687290.6976744186,708596.4285714285,795663.0909090909,
Whale Beach,,,,4031166.6666666665,5052909.090909091,6824132.352941177,9080714.2,5636000.0,5409688.571428572,
Wheeler Heights,,,996225.8571428572,1456069.3333333333,1642490.5,2262860.1666666665,2243102.9411764704,2197807.6923076925,2330435.8974358975,
Wheeny Creek,,,,555000.0,483333.3333333333,560000.0,,1140000.0,,
Wheeo,,,13739.5,,673750.0,678333.3333333334,1891666.6666666667,14066.0,,
Wherrol Flat,,,191401.0,399769.23076923075,335625.0,710624.5882352941,738875.0,596071.4285714285,721875.0,
Whian Whian,,,,327166.6666666667,780000.0,1438333.3333333333,900000.0,1590000.0,1579000.0,
Whiporie,,,,150000.0,,407000.0,212500.0,,325000.0,
White Cliffs,,,,,35237.5,131500.0,142200.0,48843.75,,
White Rock,,,905000.0,1150000.0,916181.8181818182,1254914.45,1664181.8181818181,1111818.1818181819,1596000.0,
Whitebridge,,,822142.8571428572,844320.0,939376.7647058824,1390678.275,1574419.3548387096,1167143.4782608696,1355416.6666666667,
Whiteman Creek,,,360000.0,301666.6666666667,345000.0,247000.0,522500.0,456000.0,629000.0,
Whitlow,,,400000.0,,,843416.6666666666,1140000.0,,,
Whittingham,,,710000.0,581666.6666666666,383142.85714285716,1095450.0,1173214.5454545454,1176666.6666666667,1530000.0,
Whitton,,226700.0,45000.0,2444812.5,188271.26666666666,164111.11111111112,876872.2222222222,785120.0,1048990.0,
Whoota,,,195000.0,341666.6666666667,827000.0,1719600.0,1066583.3333333333,630000.0,2500000.0,
Wiagdon,,,6696.5,630000.0,2250000.0,745000.0,200000.0,140000.0,780000.0,
Wiangaree,,,,460000.0,359375.0,413750.0,447139.1666666667,843750.0,323750.0,
Wiarborough,,,,,516666.6666666667,435000.0,695000.0,566666.6666666666,453333.3333333333,
Wickham,,3830000.0,1615000.0,1329875.0,688642.8571428572,912931.8181818182,1175178.5714285714,1752500.0,966000.0,
Widden,,,,,2415000.0,40000.0,,,,
Widgelli,,,,857893.25,35000.0,1109510.0,,,3776990.0,
Wilberforce,50000.0,,1216071.4285714286,1066895.8333333333,1589169.625,1403094.3396226414,1852147.0588235294,1355214.2857142857,1634220.9302325582,
Wilcannia,1175000.0,,,549539.5714285715,315721.1538461539,51072.22222222222,492384.6153846154,291475.9032258064,942100.0,
Wildes Meadow,,,5487500.0,2240000.0,2286896.2,4641666.666666667,3081428.5714285714,3630000.0,3355625.0,2025000.0
Wiley Park,,,,816297.8387096775,947208.5185185185,1139577.8,1233150.0,1118424.5952380951,1603796.875,
Willala,,,,1300000.0,2200000.0,,35000.0,,,
Willawarrin,,,90000.0,294583.3333333333,317857.14285714284,374500.0,596666.6666666666,531000.0,650000.0,
Willbriggie,,226700.0,,1853333.3333333333,12609.0,,10257919.0,1100000.0,,
Willi Willi,,,,106914.0,467750.0,,700.0,730000.0,327209.3333333333,
Williamsdale,,,,796666.6666666666,562500.0,1212500.0,4297000.0,,,
Williamtown,,,610000.0,812740.0,517312.5,1264373.3333333333,1306111.111111111,784100.0,576900.0,
Willigobung,,,,600966.6666666666,,737414.0,,950000.0,,
Willina,,,,,435000.0,954500.0,280000.0,1950000.0,,
Willmot,,,490000.0,406062.5,500038.46153846156,622872.0,703753.3,666794.1176470588,767620.4545454546,
Willoughby,,,1847857.142857143,2429254.794520548,12819074.987341773,3556696.699029126,3239000.0921052634,3418145.8333333335,3364978.61971831,
Willoughby East,,,2329166.6666666665,2693521.7391304346,2937604.1666666665,3541578.947368421,3831076.923076923,4159966.7333333334,3909065.217391304,
Willow Tree,,,268000.0,233875.0,474413.04347826086,501433.3333333333,662329.2941176471,447769.23076923075,826888.8888888889,
Willow Vale,,,1426000.0,901346.1538461539,844090.9090909091,933285.7142857143,1104611.111111111,1088065.0,1210473.6842105263,
Willsons Downfall,,,,300000.0,,220000.0,1425000.0,4515794.0,2181500.0,
Willurah,,,,,,556351.0,,,,
Wilsons Creek,,,1219000.0,1094500.0,1902839.4444444445,2180353.4545454546,2235000.0,1772000.0,1717625.0,
Wilton,368900.0,340071.4285714286,842857.1428571428,1614666.6588235295,526916.9096573208,3372908.708779443,1201071.7312252964,1247032.3789473684,3681143.9356223177,825000.0
Wimbledon,,,597000.0,765000.0,740000.0,899000.0,575000.0,1050000.0,1167000.0,
Wimborne,,,,,,,1855000.0,,2550000.0,
Windale,,,380000.0,331900.0,377315.7894736842,503095.28125,577225.25,594655.2727272727,629531.2380952381,
Windang,,,834700.0,654758.0645161291,833586.9565217391,1025083.3333333334,1151597.2083333333,1068933.3333333333,1197398.448275862,
Windella,,,985000.0,777777.7777777778,1009333.3333333334,1035428.5714285715,1492500.0,1305454.5454545454,1260714.2857142857,
Windellama,,6898.0,387500.0,422790.0,551236.8421052631,786588.3571428572,670514.7826086957,751587.3571428572,525307.6923076923,
Windera,,,,891250.0,1043000.0,1406428.5714285714,1832500.0,1548400.0,1455000.0,
Windermere,,,,,1600000.0,5250000.0,1850000.0,,,
Windermere Park,,,452500.0,475954.54545454547,463085.29411764705,624077.5,674416.6666666666,754875.0,739615.3846153846,
Windeyer,,,149000.0,276555.55555555556,270210.5263157895,285437.5,421647.9375,446909.0909090909,353750.0,
Windowie,,,,,,420000.0,,,1898409.0,
Windradyne,,,394600.0,432441.17647058825,440372.7848101266,510470.32558139536,606628.509090909,636257.1428571428,633820.0,765000.0
Windsor,,,691666.6666666666,726489.2857142857,911785.2272727273,1156581.3111111112,965621.2121212122,1188531.25,1158562.5,
Windsor Downs,,,1867500.0,1657272.7272727273,1603945.6666666667,1965882.3529411764,2483181.8181818184,2095000.0,2238000.0,
Winegrove,,,,,210000.0,516000.0,345000.0,,,
Wingadee,,,28804.0,8578.5,1214853.0,4231163.0,3309133.3333333335,2911864.8,3881692.3333333335,
Wingello,,16791.5,503750.0,547340.8636363636,494807.6923076923,724872.7272727273,917781.25,1542500.0,1028454.5454545454,
Wingen,,,1500000.0,198729.16666666666,36767.333333333336,404721.4285714286,325500.0,438125.0,847750.0,
Wingham,,,372833.3333333333,403949.59349593497,374097.2147651007,459404.43406593404,523004.3859649123,488970.7623762376,604396.8737864078,
Winifred,,,,300000.0,316666.6666666667,611000.0,300000.0,660000.0,,
Winmalee,,,602846.1538461539,668464.3333333334,723694.325,900800.3,939400.8365384615,949031.25,992738.1834862386,
Winston Hills,,,989730.9523809524,958228.7045454546,1064949.537414966,1360094.9316770185,1422515.503875969,1453562.2313432836,1644331.8606557378,
Winton,,,,,1224722.2222222222,660000.0,3196800.0,1200000.0,1307500.0,
Wirlinga,,,144333.33333333334,305235.29411764705,180609.75609756098,388942.7083333333,980339.2857142857,525117.6470588235,935057.1428571428,790000.0
Wirragulla,,,,,,,,1315000.0,3150000.0,
Wirrimah,,,95000.0,364000.0,284250.0,575000.0,218333.33333333334,562900.0,375000.0,
Wirrimbi,,,379500.0,332000.0,402500.0,767000.0,,480000.0,797500.0,
Wirrinya,,,300000.0,702000.0,1181920.0,1302750.0,4359414.333333333,3466994.0,5445336.666666667,
Wisemans Creek,,,,463458.75,533166.6666666666,969750.0,828333.3333333334,1105333.3333333333,587500.0,
Wisemans Ferry,,,2050000.0,601666.6666666666,546138.8888888889,1122416.6666666667,950000.0,824000.0,422500.0,
Wittitrin,,4570.0,,81375.0,141027.77777777778,309054.3,380000.0,537500.0,421666.6666666667,
Wog Wog,,,285234.3333333333,3039.0,373000.0,807916.6666666666,883333.3333333334,560000.0,579500.0,
Wolgan Valley,,,,,410000.0,1250000.0,915333.3333333334,,375000.0,
Wollar,,,,155000.0,511000.0,500000.0,90000.0,,,
Wolli Creek,,853500.0,819500.0,1135200.1,2911656.25,3035000.5,2252693.5384615385,2239356.8,,
Wollogorang,800000.0,131266.0,830000.0,1515000.0,2169210.0,1285000.0,595000.0,9168532.8,,
Wollombi,,,840000.0,710153.8461538461,654062.5625,1144309.5238095238,936153.8461538461,464523.85714285716,1138750.0,
Wollomombi,,983.0,2353.0,995666.6666666666,1552841.6666666667,4378875.0,,,3433000.0,
Wollongbar,,,725125.0,489311.59420289856,591087.8172043011,702919.1323529412,954377.9069767442,923287.5,1032513.2068965518,
Wollongong,,1117136.4375,1063851.6666666667,1996673.0263157894,1030912.5,1847994.9137931035,2820393.258426966,1764392.857142857,1387140.858974359,
Wollstonecraft,,,2190000.0,3241250.0,3989038.4615384615,3146500.0,6152500.0,3448846.153846154,4657272.7272727275,
Wollumboola,,,,,1565000.0,800000.0,2050000.0,98000.0,,
Wollun,,,,4700000.0,,,464333.3333333333,2942500.0,,
Wolumla,,,519600.0,538083.3333333334,530200.0,950857.1428571428,723214.2857142857,817952.380952381,827941.1764705882,760000.0
Wombarra,,,1155000.0,1485112.5,1415250.0,2416782.6086956523,1761610.0,2021368.4210526317,2137500.0,
Wombat,,,368210.5,230019.5,1342299.5,446333.3333333333,848500.0,435267.85714285716,906285.7142857143,
Wombat Creek,,,,,,11394.0,,,620000.0,
Wombeyan Caves,,56000.0,,227850.0,223888.88888888888,413000.0,654000.0,306250.0,278000.0,740000.0
Womboota,,,,383900.0,1152500.0,379200.0,566687.5,755133.3333333334,1071250.0,
Wonboyn,,,,396666.6666666667,535687.5,455171.6666666667,746666.6666666666,678916.6666666666,465000.0,
Wondalga,,1570000.0,,400000.0,130000.0,470405.75,600000.0,955000.0,,
Wongarbon,,,325000.0,350696.875,429200.0,543494.7368421053,1171250.0,841665.85,508285.71428571426,570000.0
Wongawilli,,370208.3333333333,467890.0826446281,457301.89552238805,503762.71186440677,794690.5454545454,1040175.0,989504.8780487805,912053.5714285715,
Wongo Creek,,,,,657000.0,2592500.0,400000.0,1925000.0,,
Wongwibinda,,,2200000.0,7160000.0,,4000000.0,,,,
Woodberry,,,237500.0,338237.20930232556,329329.26829268294,470963.83636363636,565284.0909090909,507121.6216216216,564755.5555555555,637500.0
Woodbine,,,511666.6666666667,630952.3529411765,635439.7058823529,750780.8510638297,807877.3783783783,862804.3478260869,982942.8421052631,
Woodburn,,,248500.0,379900.0,386930.0,571230.625,337714.28571428574,449844.8275862069,610080.0,
Woodcroft,,580000.0,544975.0,710041.5714285715,767930.6451612903,854339.2857142857,991657.2571428572,959874.3698630137,1051875.5393258426,
Woodenbong,,,1500000.0,280375.0,279300.0,294555.55555555556,664000.0,875000.0,533318.1818181818,
Woodford,,,675000.0,622903.0303030303,639670.1851851852,758440.9464285715,823388.8888888889,790296.7741935484,830870.9677419355,
Woodford Island,,,,432500.0,395300.0,706111.1111111111,437500.0,300000.0,710000.0,
Woodhill,,,1450500.0,1396666.6666666667,2501000.0,5283333.333333333,4650000.0,3100000.0,3212500.0,
Woodhouselee,,7217.0,,3000000.0,,2866666.6666666665,650000.0,4780000.0,1720000.0,
Woodlands,,,,2060000.0,1758571.4285714286,2383333.3333333335,3672142.8571428573,940000.0,3268333.3333333335,
Woodlawn,,,,,4374.0,1675000.0,,,,
Woodpark,,,772500.0,725250.0,756266.6666666666,884733.3333333334,901400.0,962258.2666666667,1131492.0,
Woodrising,,,358750.0,424062.5,503090.9090909091,649298.1111111111,656261.9047619047,668046.3571428572,733826.3157894737,
Woodside,,,,229571.42857142858,303333.3333333333,288458.3333333333,422175.0,552000.0,179000.0,
Woodsreef,,,220.0,1475752.25,6925423.333333333,370000.0,3740000.0,24245.0,,
Woodstock,,13596.0,770562.5263157894,296148.64864864864,583358.3333333334,972649.975,1530189.1621621621,576243.7,710321.4285714285,
Woodview,,,,434666.6666666667,100000.0,630000.0,,743750.0,643750.0,
Woodville,,,,1585000.0,1402500.0,1128269.2307692308,1498333.3333333333,1262285.7142857143,1020000.0,
Woolbrook,,,,1244.0,2889000.0,683833.3333333334,47500.0,552400.0,205000.0,
Woolgarlo,,,,200000.0,7122.333333333333,790000.0,,3150000.0,,
Woolgoolga,,255000.0,394795.45454545453,517136.14285714284,519241.9871794872,856722.0294117647,1216386.3636363635,989007.6923076923,1275222.2222222222,
